Name,FirstTime,FirstDate,PB,PBDate,OutdoorPB,OutdoorLocation,OutdoorDate,IndoorPB,IndoorLocation,IndoorDate,DOB,Country,FastestTime,FastestDate
philip greyling,3:58.900,3/9/1988,,,3:58.900,port elizabeth (rsa),3/9/1988,,,,4/11/1967,rsa,3:58.900,3/9/1988
francois annandale,3:59.020,12/18/1981,,,3:59.020,durban (rsa),12/18/1981,,,,7/5/1960,rsa,3:59.020,12/18/1981
elroy gelant,3:59.290,4/20/2013,,,3:59.290,potchefstroom (rsa),4/20/2013,,,,8/25/1986,rsa,3:59.290,4/20/2013
o'neil simpson,3:59.380,11/7/1987,,,3:59.380,stellenbosch (rsa),11/7/1987,,,,12/19/1960,rsa,3:59.380,11/7/1987
ruben ramolefi,3:59.690,3/10/2011,,,3:59.690,cape town (rsa),3/10/2011,,,,7/17/1978,rsa,3:59.690,3/10/2011
kobie van der westhuizen,3:59.800,2/16/1996,,,3:59.800,stellenbosch (rsa),2/16/1996,,,,11/18/1969,rsa,3:59.800,2/16/1996
dais thagkatso malebana,3:59.880,2/12/2022,,,,,,3:59.880,"randal tyson indoor center, fayetteville, ar (usa)",2/12/2022,2/11/1999,rsa,3:59.880,2/12/2022
yevgeniy kunts,3:59.220,2/4/2018,,,,,,3:59.220,moskva (rus),2/4/2018,4/21/1993,rus,3:59.220,2/4/2018
konstantin plokhotnikov,3:59.010,2/4/2018,,,,,,3:58.630,moskva (rus),2/3/2019,3/24/1997,rus,3:58.630,2/3/2019
pavel dolgushev,3:58.890,6/25/1994,,,3:58.890,cork (irl),6/25/1994,,,,7/11/1968,rus,3:58.890,6/25/1994
andrey loginov,3:57.990,2/14/1995,,,,,,3:57.990,moskva (rus),2/14/1995,11/27/1972,rus,3:57.990,2/14/1995
vladimir nikitin,3:56.440,2/4/2018,,,,,,3:54.770,moskva (rus),2/3/2019,8/5/1992,rus,3:54.770,2/3/2019
andrey zadorozhniy,3:55.660,6/9/1998,,,3:55.660,bratislava (svk),6/9/1998,,,,9/3/1973,rus,3:55.660,6/9/1998
vyacheslav shabunin,3:53.540,7/26/1994,,,3:49.830,"stadio olimpico, roma (ita)",6/29/2001,3:57.760,moskva (rus),2/14/1995,9/27/1969,rus,3:49.830,6/29/2001
alexis sharangabo,3:57.820,8/19/2000,,,3:57.820,"falmouth, ma (usa)",8/20/2000,,,,11/9/1978,rwa,3:57.820,8/19/2000
aunese curreen,3:59.910,2/16/2008,,,3:59.910,whanganui (nzl),2/16/2008,,,,12/23/1981,sam,3:59.910,2/16/2008
moussa fall,3:59.440,8/6/1986,,,3:59.440,viareggio (ita),8/6/1986,,,,8/28/1963,sen,3:59.440,8/6/1986
bekim bahtiri,3:58.890,8/25/1993,,,3:58.890,linz (aut),8/25/1993,,,,9/23/1972,slo,3:58.890,8/25/1993
ibrahim aden,3:59.840,2/22/1997,,,,,,,,,,som,3:59.840,2/22/1997
abdi hassan,3:59.760,1/29/2010,,,,,,3:58.500,"seattle, wa (usa)",2/13/2010,8/21/1989,som,3:58.500,2/13/2010
abdi bile,3:57.430,7/21/1984,,,3:49.400,oslo (nor),7/2/1988,3:55.770,"johnson city, tn (usa)",1/18/1986,12/28/1962,som,3:49.400,7/2/1988
jama aden,3:56.820,7/19/1983,,,,,,,,,,som,3:56.820,7/19/1983
ibrahim mohamed aden,3:59.020,2/20/1998,,,3:55.530,"hayward field, eugene, or (usa)",5/26/2002,3:59.020,"boston, ma (usa)",2/20/1998,11/11/1972,som,3:55.530,5/26/2002
jama mohamed aden,3:56.820,7/19/1983,,,3:56.820,toronto (can),7/19/1983,3:59.530,"johnson city, tn (usa)",1/23/1988,8/28/1962,som,3:56.820,7/19/1983
elzan bibic,3:55.900,2/2/2023,,,,,,3:55.900,"atleticka hala, ostrava (cze)",2/2/2023,1/8/1999,srb,3:55.900,2/2/2023
omar khalifa,3:53.740,8/17/1984,,,3:53.740,berlin (ger),8/17/1984,,,,12/18/1956,sud,3:53.740,8/17/1984
yaseen abdalla,3:57.530,2/12/2022,,,,,,3:57.530,"boston univ. track & tennis center, boston, ma (usa)",2/12/2022,8/13/2001,sud,3:57.530,2/12/2022
mohamed yagoub babiker,3:58.620,9/3/1997,,,3:58.620,rieti (ita),9/3/1997,,,,9/2/1977,sud,3:58.620,9/3/1997
peter wirz,3:59.750,8/27/1979,,,3:55.680,london (gbr),7/11/1986,,,,7/29/1960,sui,3:55.680,7/11/1986
peter philipp,3:59.740,6/9/1998,,,3:59.740,bratislava (svk),6/9/1998,,,,2/18/1972,sui,3:59.740,6/9/1998
tom elmer,3:59.060,7/30/2020,,,3:59.060,"stadion allmend, luzern (sui)",7/3/2020,,,,4/1/1997,sui,3:59.060,7/30/2020
jonas raess,3:58.830,7/30/2020,,,3:58.830,"stadion allmend, luzern (sui)",7/3/2020,,,,3/8/1994,sui,3:58.830,7/30/2020
markus ryffel,3:58.050,8/29/1984,,,3:58.050,koblenz (ger),8/29/1984,,,,2/5/1955,sui,3:58.050,8/29/1984
marco mayr,3:58.020,8/28/1985,,,3:58.020,koblenz (ger),8/28/1985,,,,7/19/1960,sui,3:58.020,8/28/1985
rolf gysin,3:56.880,8/16/1974,,,3:55.890,zurich (sui),7/9/1976,,,,1/29/1952,sui,3:55.890,7/9/1976
markus hacksteiner,3:55.670,7/20/1987,,,3:55.670,helsinki (fin),7/2/1987,,,,11/18/1964,sui,3:55.670,7/20/1987
pierre deleze,3:55.290,8/8/1980,,,3:50.380,koblenz (ger),8/25/1982,3:58.790,valencia (esp),3/12/1987,8/25/1958,sui,3:50.380,8/25/1982
robert stefko,3:58.200,7/7/1998,,,3:58.200,zagreb (cro),7/7/1998,,,,5/28/1968,svk,3:58.200,7/7/1998
ulf hogberg,3:59.800,7/4/1967,,,3:54.520,stockholm (swe),7/1/1974,,,,1/21/1946,swe,3:54.520,7/1/1974
dan waern,3:59.300,7/19/1957,,,3:58.500,malmo (swe),9/4/1957,,,,1/17/1933,swe,3:58.500,9/4/1957
kalle berglund,3:59.240,8/19/2018,,,3:53.830,"bislett stadion, oslo (nor)",6/13/2019,,,,3/11/1996,swe,3:53.830,6/13/2019
patrik johansson,3:59.210,8/10/1999,,,3:59.210,vaxjo (swe),8/10/1999,,,,7/28/1972,swe,3:59.210,8/10/1999
lars ericsson,3:59.000,9/9/1977,,,3:57.670,stockholm (swe),7/3/1978,,,,11/11/1957,swe,3:57.670,7/3/1978
elmar engholm,3:58.720,7/19/2018,,,3:58.740,dublin (irl),7/19/2018,,,,10/2/1992,swe,3:58.720,7/19/2018
anders garderud,3:58.600,8/24/1967,,,3:54.450,stockholm (swe),6/30/1975,,,,8/28/1946,swe,3:54.450,6/30/1975
bjorn nilsson,3:57.780,9/9/1977,,,3:57.780,london (gbr),9/9/1977,,,,1/11/1956,swe,3:57.780,9/9/1977
gunnar ekman,3:57.700,7/5/1972,,,3:57.700,stockholm (swe),7/5/1972,,,,6/18/1943,swe,3:57.700,7/5/1972
emil danielsson,3:57.280,2/2/2023,,,,,,3:57.280,"atleticka hala, ostrava (cze)",2/2/2023,9/5/1997,swe,3:57.280,2/2/2023
jan persson,3:57.230,7/7/1982,,,3:57.230,oslo (nor),7/7/1982,,,,7/1/1961,swe,3:57.230,7/7/1982
johnny kroon,3:55.170,8/15/1986,,,3:55.170,berlin (ger),8/15/1986,,,,1/6/1960,swe,3:55.170,8/15/1986
johan rogestedt,3:55.010,7/22/2016,,,3:55.010,"olympic stadium, london (gbr)",7/22/2016,3:58.110,athlone (irl),2/15/2017,1/27/1993,swe,3:55.010,7/22/2016
samuel pihlstrom,3:54.830,8/26/2023,,,3:54.830,"university of stirling track, stirling (gbr)",8/26/2023,,,,3/8/2001,swe,3:54.830,8/26/2023
rolf klrevik,3:57.960,7/4/1977,,,3:57.960,stockholm (swe),7/4/1977,,,,2/6/1952,swe,3:57.960,7/4/1977
jimmy igohe,3:59.060,7/21/1984,,,,,,,,,,tan,3:59.060,7/21/1984
suleiman nyambui,3:58.700,2/20/1979,,,3:51.940,lausanne (sui),7/14/1981,3:57.890,"detroit, mi (usa)",3/10/1979,2/13/1953,tan,3:51.940,7/14/1981
filbert bayi,3:52.860,7/20/1973,,,3:51.000,kingston (jam),5/17/1975,3:54.500,"los angeles, ca (usa)",2/15/1980,6/23/1953,tan,3:51.000,5/17/1975
james igohe,3:59.060,7/20/1984,,,3:59.060,"atlanta, ga (usa)",7/20/1984,,,,5/15/1905,tan,3:59.060,7/20/1984
jan kraus,3:59.410,6/9/1988,,,3:59.410,bratislava (tch),6/9/1988,,,,7/4/1965,tch,3:59.410,6/9/1988
stanislav jungwirth,3:59.100,7/19/1957,,,3:59.100,london (gbr),7/19/1957,,,,8/15/1930,tch,3:59.100,7/19/1957
josef odlozil,3:56.400,11/17/1964,,,3:55.550,london (gbr),8/30/1965,,,,11/11/1938,tch,3:55.550,8/30/1965
jozef plachy,3:54.680,7/4/1977,,,3:52.590,stockholm (swe),7/3/1978,,,,2/28/1949,tch,3:52.590,7/3/1978
miroslav juza,3:59.200,6/2/1965,,,3:59.200,st-maur (fra),6/2/1965,,,,1/22/1943,tch,3:59.200,6/2/1965
kieran tuntivate,3:57.360,2/15/2020,,,3:57.870,"lipscomb academy, nashville, tn (usa)",8/15/2020,3:57.360,"boston univ. track & tennis center, boston, ma (usa)",2/15/2020,2/16/1997,tha,3:57.360,2/15/2020
fethi baccouche,3:57.900,6/11/1987,,,3:57.900,verona (ita),6/11/1987,,,,11/16/1960,tun,3:57.900,6/11/1987
mahmoud kalboussi,3:57.000,7/12/1990,,,3:57.000,"stade olympique de la pontaise, lausanne (sui)",7/12/1990,,,,2/9/1965,tun,3:57.000,7/12/1990
ali hakimi,3:51.940,7/5/1996,,,3:50.570,"olympiastadion, berlin (ger)",8/26/1997,,,,4/24/1976,tun,3:50.570,8/26/1997
halil akkas,3:59.760,6/7/2008,,,3:59.760,istanbul (tur),6/7/2008,,,,7/1/1983,tur,3:59.760,6/7/2008
alex cherop,3:54.850,6/17/2009,,,3:58.450,ostrava (cze),6/17/2009,,,,1/15/1991,uga,3:54.850,6/17/2009
ronald musagala,3:53.040,7/10/2021,,,3:53.040,"bislett stadion, oslo (nor)",7/1/2021,,,,12/16/1992,uga,3:53.040,7/10/2021
julius achon,3:57.410,2/22/1997,,,3:55.380,"new york, ny (usa)",6/6/1999,3:57.410,"fairfax, va (usa)",2/22/1997,12/12/1976,uga,3:55.380,6/6/1999
ivan heshko,3:56.740,8/27/2002,,,3:50.040,"crystal palace, london (gbr)",7/30/2004,3:59.140,"boston, ma (usa)",1/27/2007,8/19/1979,ukr,3:50.040,7/30/2004
andriy bulkowskiy,3:55.280,8/17/1994,,,3:55.280,zurich (sui),8/17/1994,,,,7/22/1972,ukr,3:55.280,8/17/1994
aleksandr kostetskiy,3:59.320,7/30/1984,,,3:59.320,cork (irl),7/3/1984,,,,1/14/1960,urs,3:59.320,7/30/1984
valeriy abramov,3:58.630,2/23/1983,,,,,,3:58.630,cosford (gbr),2/23/1983,8/22/1956,urs,3:58.630,2/23/1983
pavel yakovlev,3:57.140,8/30/1985,,,3:57.140,bruxelles (bel),8/30/1985,,,,1/16/1958,urs,3:57.140,8/30/1985
valeriy toporov,3:58.920,8/17/1979,,,3:58.920,berlin (ger),8/17/1979,,,,5/13/1956,urs,3:58.920,8/17/1979
ben true,3:59.990,6/17/2007,,,3:57.830,cork (irl),7/16/2018,3:57.310,"reggie lewis center, boston, ma (usa)",1/28/2017,12/29/1985,usa,3:57.310,1/28/2017
darren brown,3:59.990,4/5/2008,,,3:58.350,dublin (irl),7/25/2008,,,,3/27/1985,usa,3:58.350,7/25/2008
jason long,3:59.990,2/15/2003,,,,,,3:59.990,"new york, ny (usa)",2/14/2003,10/23/1978,usa,3:59.990,2/15/2003
james murphy,3:59.990,1/16/1987,,,,,,3:59.990,"indianapolis, in (usa)",1/16/1987,2/13/1963,usa,3:59.990,1/16/1987
jeremy tolman,3:59.990,3/10/2001,,,,,,3:59.990,"fayetteville, ar (usa)",3/10/2001,6/5/1977,usa,3:59.990,3/10/2001
craig nowak,3:59.980,2/11/2017,,,3:57.970,"trabuco hills hs, mission viejo, ca (usa)",7/18/2021,3:58.930,"nashville, tn (usa)",1/20/2018,4/20/1994,usa,3:57.970,7/18/2021
joe stilin,3:59.980,3/30/2012,,,3:59.750,"greenville, sc (usa)",4/12/2014,3:58.660,"fayetteville, ar (usa)",1/26/2013,12/5/1989,usa,3:58.660,1/26/2013
christian gonzalez,3:59.980,1/28/2012,,,,,,3:59.980,"boston, ma (usa)",1/28/2012,5/17/1989,usa,3:59.980,1/28/2012
jake brophy,3:59.980,1/25/2020,,,,,,3:59.980,"boston univ. track & tennis center, boston, ma (usa)",1/25/2020,,usa,3:59.980,1/25/2020
riley masters,3:59.970,2/13/2010,,,3:56.230,"memphis, tn (usa)",8/25/2018,3:56.150,"reggie lewis center, boston, ma (usa)",2/7/2015,4/5/1990,usa,3:56.150,2/7/2015
eric harasyn,3:59.970,2/13/2010,,,,,,3:58.990,"fayetteville, ar (usa)",2/11/2012,1/16/1989,usa,3:58.990,2/11/2012
mike marsella,3:59.970,1/31/2015,,,,,,3:59.130,"boston, ma (usa)",2/9/2019,11/16/1994,usa,3:59.130,2/9/2019
spencer brown,3:59.970,2/9/2019,,,,,,3:59.970,"boston, ma (usa)",2/9/2019,7/23/1997,usa,3:59.970,2/9/2019
matt wisner,3:59.960,4/21/2023,,,3:59.960,"hayward field, eugene, or (usa)",4/21/2023,3:57.100,"boston univ. track & tennis center, boston, ma (usa)",2/26/2023,5/21/1998,usa,3:57.100,2/26/2023
ben nagel,3:59.960,4/30/2023,,,3:59.960,"uva lanningan field, charlottesville, va (usa)",4/30/2023,,,,4/27/2000,usa,3:59.960,4/30/2023
dey dey,3:59.960,6/10/2013,,,,,,,,,,usa,3:59.960,6/10/2013
laef barnes,3:59.960,4/12/2008,,,3:59.960,"los angeles, ca (usa)",4/12/2008,,,,9/27/1986,usa,3:59.960,4/12/2008
jarrett leblanc,3:59.950,5/24/2015,,,3:59.950,"lake charles, la (usa)",5/23/2015,,,,9/9/1990,usa,3:59.950,5/24/2015
nate mcclafferty,3:59.950,2/14/2015,,,,,,3:59.950,"ames, ia (usa)",2/14/2015,1/7/1993,usa,3:59.950,2/14/2015
anthony rotich,3:59.940,3/13/2015,,,3:59.930,"berkeley, ca (usa)",4/25/2015,3:59.940,"fayetteville, ar (usa)",3/13/2015,10/20/1990,usa,3:59.930,4/25/2015
bill rathbun,3:59.940,2/16/1991,,,,,,3:59.940,"boston, ma (usa)",2/16/1991,9/16/1968,usa,3:59.940,2/16/1991
logan orndorf,3:59.940,1/12/2019,,,,,,3:59.940,"seattle, wa (usa)",1/12/2019,,usa,3:59.940,1/12/2019
brian diemer,3:59.930,2/12/1983,,,,,,3:59.930,"ann arbor, mi (usa)",2/12/1983,10/10/1961,usa,3:59.930,2/12/1983
chuck aragon,3:59.920,2/28/1981,,,3:51.620,oslo (nor),7/21/1984,3:59.100,"south bend, in (usa)",2/6/1988,3/29/1959,usa,3:51.620,7/21/1984
michael atchoo,3:59.920,2/11/2012,,,,,,3:57.140,"seattle, wa (usa)",2/23/2013,8/16/1991,usa,3:57.140,2/23/2013
brian hyde,3:59.920,1/28/1995,,,,,,3:59.160,"indianapolis, in (usa)",3/11/1995,10/13/1972,usa,3:59.160,3/11/1995
brad schlapak,3:59.910,6/10/1989,,,3:58.500,"dedham, ma (usa)",6/9/1991,3:59.950,"boston, ma (usa)",1/16/1993,11/29/1966,usa,3:58.500,6/9/1991
brian gallagher,3:59.910,2/14/1998,,,,,,3:59.910,"boston, ma (usa)",2/14/1998,,usa,3:59.910,2/14/1998
bryce basting,3:59.910,2/28/2016,,,,,,3:59.910,"boston, ma (usa)",2/28/2016,11/17/1992,usa,3:59.910,2/28/2016
ryan witt,3:59.910,5/10/2012,,,3:59.910,"salem, va (usa)",5/10/2012,,,,4/3/1989,usa,3:59.910,5/10/2012
jeff atkinson,3:59.900,5/10/1986,,,3:52.800,"letzigrund, zurich (sui)",8/17/1988,3:58.630,"east rutherford, nj (usa)",2/10/1989,2/24/1963,usa,3:52.800,8/17/1988
jim grelle,3:59.900,4/28/1962,,,3:55.400,vancouver (can),6/15/1965,3:58.900,"chicago, il (usa)",3/6/1964,9/30/1936,usa,3:55.400,6/15/1965
dan aldridge,3:59.900,4/11/1981,,,3:58.240,"eugene, or (usa)",6/5/1982,,,,9/13/1956,usa,3:58.240,6/5/1982
bob wheeler,3:59.900,6/19/1971,,,3:59.200,"los angeles, ca (usa)",6/9/1972,,,,1/11/1952,usa,3:59.200,6/9/1972
reed fischer,3:59.900,2/9/1974,,,,,,3:59.900,"houston, tx (usa)",2/9/1974,3/8/1954,usa,3:59.900,2/9/1974
troy reeder,3:59.900,5/31/2019,,,3:59.900,"nashville, tn (usa)",5/31/2019,,,,8/8/1994,usa,3:59.900,5/31/2019
hassan mead,3:59.890,8/8/2015,,,3:55.910,"raleigh, nc (usa)",8/3/2018,,,,8/28/1989,usa,3:55.910,8/3/2018
parker stokes,3:59.890,5/10/2021,,,3:59.890,"uva lanningan field, charlottesville, va (usa)",5/1/2021,3:58.020,"boston univ. track & tennis center, boston, ma (usa)",2/12/2022,9/5/2000,usa,3:58.020,2/12/2022
jeff thies,3:59.890,2/9/2019,,,3:58.070,"bay shore, ny (usa)",9/4/2019,3:59.730,"jdl fast track, winston salem, nc (usa)",2/20/2021,2/25/1995,usa,3:58.070,9/4/2019
matt daniels,3:59.890,2/15/2015,,,,,,3:59.890,"seattle, wa (usa)",2/15/2015,4/28/1988,usa,3:59.890,2/15/2015
tyler wirth,3:59.890,2/4/2023,,,3:59.890,"loftus sports center, south bend, in (usa)",2/4/2023,,,,,usa,3:59.890,2/4/2023
aaron lanzel,3:59.880,6/19/2004,,,3:59.880,"eugene, or (usa)",6/19/2004,,,,8/8/1980,usa,3:59.880,6/19/2004
christian baker,3:59.880,2/11/2023,,,,,,3:59.880,"gately indoor tf center, chicago, il (usa)",2/11/2023,2/15/2001,usa,3:59.880,2/11/2023
jordan mcnamara,3:59.870,7/16/2009,,,3:52.420,"olympic stadium, london (gbr)",7/27/2013,,,,3/7/1987,usa,3:52.420,7/27/2013
alan webb,3:59.860,1/20/2001,,,3:46.910,brasschaat (bel),7/21/2007,3:55.180,"boston, ma (usa)",1/27/2007,1/13/1983,usa,3:46.910,7/21/2007
leonel manzano,3:59.860,2/26/2005,,,3:50.640,"crystal palace, london (gbr)",8/14/2010,3:56.050,"new york, ny (usa)",2/14/2015,9/12/1984,usa,3:50.640,8/14/2010
mike miller,3:59.860,5/13/2000,,,3:57.130,"eugene, or (usa)",5/12/2001,,,,1/19/1974,usa,3:57.130,5/12/2001
bolota asmerom,3:59.860,6/8/2002,,,3:59.860,"palo alto, ca (usa)",6/8/2002,,,,10/12/1978,usa,3:59.860,6/8/2002
brandon bethke,3:59.850,2/9/2008,,,3:57.340,dublin (irl),7/8/2011,3:59.850,"south bend, in (usa)",2/9/2008,1/19/1987,usa,3:57.340,7/8/2011
blake shaw,3:59.850,3/6/2010,,,,,,3:59.850,"seattle, wa (usa)",3/6/2010,4/22/1990,usa,3:59.850,3/6/2010
mark sivieri,3:59.850,1/28/1994,,,,,,3:59.850,"boston, ma (usa)",1/28/1994,8/28/1973,usa,3:59.850,1/28/1994
colby gilbert,3:59.840,1/30/2016,,,,,,3:58.960,"seattle, wa (usa)",1/14/2017,3/17/1995,usa,3:58.960,1/14/2017
kyle king,3:59.840,6/5/2010,,,3:59.840,"nashville, tn (usa)",6/5/2010,,,,10/30/1989,usa,3:59.840,6/5/2010
richard block,3:59.840,6/29/1985,,,3:59.840,tillsonburg (can),6/29/1985,,,,3/21/1960,usa,3:59.840,6/29/1985
will leer,3:59.830,1/26/2008,,,3:51.820,dublin (irl),7/11/2014,3:52.470,"new york, ny (usa)",2/15/2014,4/15/1985,usa,3:51.820,7/11/2014
jordan desilets,3:59.830,2/7/2004,,,,,,3:59.830,"south bend, in (usa)",2/7/2004,12/5/1980,usa,3:59.830,2/7/2004
kyle heath,3:59.830,3/5/2010,,,,,,3:59.830,"new york, ny (usa)",3/5/2010,8/24/1986,usa,3:59.830,3/5/2010
crayton carrozza,3:59.820,1/25/2020,,,3:59.990,"lied recreation center, ames, ia (usa)",2/26/2022,3:56.790,"boston univ. track & tennis center, boston, ma (usa)",2/11/2023,8/26/1999,usa,3:56.790,2/11/2023
abel teffra,3:59.820,5/4/2022,,,3:59.820,"uva lanningan field, charlottesville, va (usa)",5/4/2022,3:57.760,"boston univ. track & tennis center, boston, ma (usa)",1/27/2023,,usa,3:57.760,1/27/2023
kyle alcorn,3:59.820,3/10/2008,,,,,,3:59.820,"seattle, wa (usa)",2/2/2008,3/18/1985,usa,3:59.820,3/10/2008
de'sean turner,3:59.810,3/30/2012,,,,,,3:58.270,"south bend, in (usa)",2/22/2014,9/16/1988,usa,3:58.270,2/22/2014
jeremy huffman,3:59.810,3/10/2002,,,,,,3:59.810,"new york, ny (usa)",3/1/2002,2/13/1976,usa,3:59.810,3/10/2002
martin hehir,3:59.810,1/31/2015,,,,,,3:59.810,"university park, pa (usa)",1/31/2015,12/19/1992,usa,3:59.810,1/31/2015
marty liquori,3:59.800,6/23/1967,,,3:52.200,kingston (jam),5/17/1975,3:55.800,"philadelphia, pa (usa)",2/7/1975,9/11/1949,usa,3:52.200,5/17/1975
mike blackmore,3:59.800,5/12/1984,,,3:57.460,"eugene, or (usa)",5/7/1988,,,,12/19/1961,usa,3:57.460,5/7/1988
scott anderson,3:59.800,6/4/1998,,,3:59.760,"falmouth, ma (usa)",8/20/2000,,,,1/30/1974,usa,3:59.760,8/20/2000
john baker,3:59.800,6/26/1971,,,3:59.800,"eugene, or (usa)",6/26/1971,,,,4/14/1949,usa,3:59.800,6/26/1971
wade bell,3:59.800,6/20/1966,,,3:59.800,"eugene, or (usa)",6/2/1966,,,,1/3/1945,usa,3:59.800,6/20/1966
ashley johnson,3:59.790,2/4/1984,,,,,,3:59.790,"bloomington, in (usa)",2/4/1984,12/31/1961,usa,3:59.790,2/4/1984
garrett corcoran,3:59.790,2/27/2016,,,,,,3:59.790,"seattle, wa (usa)",2/27/2016,3/8/1996,usa,3:59.790,2/27/2016
paul greer,3:59.790,6/10/1989,,,3:59.790,"westwood, ca (usa)",6/10/1989,,,,7/8/1964,usa,3:59.790,6/10/1989
steve slattery,3:59.780,6/19/2004,,,3:56.750,"new york, ny (usa)",6/3/2006,,,,8/14/1980,usa,3:56.750,6/3/2006
ray hughes,3:59.780,3/20/2002,,,,,,3:59.780,"seattle, wa (usa)",3/2/2002,5/9/1975,usa,3:59.780,3/20/2002
brett meyer,3:59.770,5/31/2018,,,3:56.180,"falmouth high school, falmouth, ma (usa)",8/14/2021,3:58.390,"washburn indoor athletic facility, topeka, ks (usa)",2/13/2021,12/17/1996,usa,3:56.180,8/14/2021
dustin nading,3:59.770,2/10/2020,,,,,,3:59.250,"dempsey indoor, seattle, wa (usa)",2/15/2020,1/28/1997,usa,3:59.250,2/15/2020
dan strackeljahn,3:59.770,6/6/2009,,,3:59.770,"murfreesboro, tn (usa)",6/6/2009,,,,1/8/1984,usa,3:59.770,6/6/2009
jackson mestler,3:59.770,2/16/2019,,,,,,3:59.770,"seattle, wa (usa)",2/15/2019,12/27/1997,usa,3:59.770,2/16/2019
patrick casey,3:59.760,2/4/2011,,,3:52.620,dublin (irl),7/11/2014,3:54.360,"new york, ny (usa)",2/14/2015,5/23/1990,usa,3:52.620,7/11/2014
darin shearer,3:59.760,8/16/1997,,,3:58.600,"attleboro, ma (usa)",5/21/1999,3:59.930,"atlanta, ga (usa)",3/4/2000,4/3/1974,usa,3:58.600,5/21/1999
connor winter,3:59.760,2/13/2016,,,,,,3:59.760,"seattle, wa (usa)",2/13/2016,2/18/1993,usa,3:59.760,2/13/2016
patrick todd,3:59.760,6/4/2011,,,3:59.760,"nashville, tn (usa)",6/4/2011,,,,1/6/1990,usa,3:59.760,6/4/2011
jim howarth,3:59.750,6/4/1994,,,3:59.750,"eugene, or (usa)",6/4/1994,,,,,usa,3:59.750,6/4/1994
jordan fife,3:59.750,2/9/2008,,,,,,3:59.750,"south bend, in (usa)",2/9/2008,8/18/1983,usa,3:59.750,2/9/2008
sean peterson,3:59.750,2/26/2023,,,,,,3:59.750,"boston univ. track & tennis center, boston, ma (usa)",2/26/2023,7/24/1999,usa,3:59.750,2/26/2023
tom nohilly,3:59.750,4/29/1995,,,3:59.750,"philadelphia, pa (usa)",4/29/1995,,,,4/27/1966,usa,3:59.750,4/29/1995
colin daly,3:59.740,2/15/2020,,,,,,3:59.740,"boston univ. track & tennis center, boston, ma (usa)",2/15/2020,,usa,3:59.740,2/15/2020
owen dawson,3:59.740,4/27/2013,,,3:59.740,"philadelphia, pa (usa)",4/27/2013,,,,9/19/1988,usa,3:59.740,4/27/2013
xian shively,3:59.740,2/26/2023,,,,,,3:59.740,"boston univ. track & tennis center, boston, ma (usa)",2/26/2023,,usa,3:59.740,2/26/2023
nick ross,3:59.730,6/20/2016,,,3:59.730,"concord, ma (usa)",6/2/2016,3:59.860,"boston, ma (usa)",2/26/2017,11/11/1991,usa,3:59.730,6/20/2016
harold kuphaldt,3:59.730,5/16/1987,,,3:59.730,"eugene, or (usa)",5/16/1987,,,,8/24/1964,usa,3:59.730,5/16/1987
nick foster,3:59.720,2/25/2022,,,3:56.890,"loftus sports center, south bend, in (usa)",2/4/2023,3:56.080,"boston univ. track & tennis center, boston, ma (usa)",2/11/2023,10/3/2000,usa,3:56.080,2/11/2023
sam bair 2,3:59.720,2/13/2010,,,,,,,,,,usa,3:59.720,2/13/2010
sergio miranda,3:59.720,2/26/2023,,,,,,3:59.720,"boston univ. track & tennis center, boston, ma (usa)",2/26/2023,5/13/1992,usa,3:59.720,2/26/2023
steve scott,3:59.700,1/15/1977,,,3:47.690,oslo (nor),7/7/1982,3:51.800,"san diego, ca (usa)",2/20/1981,5/5/1956,usa,3:47.690,7/7/1982
christian noble,3:59.700,1/22/2022,,,3:59.700,"vanderbilt multipurpose facility, nashville, tn (usa)",1/22/2022,3:53.500,"boston univ. track & tennis center, boston, ma (usa)",2/11/2023,4/21/1997,usa,3:53.500,2/11/2023
maurice smith,3:59.700,6/30/1986,,,3:55.530,"new york, ny (usa)",7/29/1990,3:59.770,"new york, ny (usa)",2/23/1990,11/20/1962,usa,3:55.530,7/29/1990
ray wicksell,3:59.700,3/22/1980,,,3:56.230,auckland (nzl),1/24/1981,,,,4/11/1957,usa,3:56.230,1/24/1981
charlie mcmullen,3:59.700,5/26/1973,,,3:56.900,"boston, ma (usa)",7/20/1974,,,,6/23/1951,usa,3:56.900,7/20/1974
ken popejoy,3:59.700,6/9/1972,,,3:57.000,"east lansing, mi (usa)",5/5/1973,3:59.400,"san diego, ca (usa)",2/21/1976,12/9/1950,usa,3:57.000,5/5/1973
rob novak,3:59.700,1/22/2011,,,,,,3:58.140,"boston, ma (usa)",2/11/2012,3/20/1986,usa,3:58.140,2/11/2012
mike slack,3:59.700,1/26/1974,,,3:59.700,"austin, tx (usa)",4/13/1974,3:58.700,"houston, tx (usa)",2/9/1974,8/18/1951,usa,3:58.700,2/9/1974
jim sorensen,3:59.700,5/15/1993,,,3:59.700,"san francisco, ca (usa)",5/15/1993,3:59.160,"atlanta, ga (usa)",3/2/1996,5/10/1967,usa,3:59.160,3/2/1996
greg fredericks,3:59.700,8/5/1978,,,3:59.700,"state college, pa (usa)",8/5/1978,,,,5/1/1950,usa,3:59.700,8/5/1978
marty hemsley,3:59.700,5/17/1986,,,3:59.700,"eugene, or (usa)",5/17/1986,,,,11/3/1962,usa,3:59.700,5/17/1986
