Number,Time,Name,Country,DOB,Position,Location,Date
3180,3:57.6,Adrian Weatherhead,GBR,22.07.43,4,London,31.05.1975
3180,3:57.6,John Walker,NZL,12.01.52,1,Gateshead,26.07.1975
3180,3:57.6,John Walker,NZL,12.01.52,1,Wanganui,14.01.1976
3180,3:57.6,Paul Cummings,USA,05.09.53,1,Tempe,23.03.1976
3180,3:57.6,Antti Loikkanen,FIN,15.04.55,2,Imatra,03.07.1977
3180,3:57.6,Thomas Wessinghage,FRG,22.02.52,1,Berkeley,09.06.1979
3180,3:57.6,Matt Centrowitz,USA,28.01.55,1,Eugene,17.05.1980
3180,3:57.6,Sosthenes Bitok,KEN,23.03.57,1,Scarborough,08.08.1982
3180,3:57.6,Johan Fourie,RSA,02.12.59,1,Port Elizabeth,14.02.1984
3180,3:57.6,Chuck Aragon,USA,29.03.59,3,San José,25.05.1985
3180,3:57.6,Matthews Temane,RSA,14.12.60,2,Port Elizabeth,14.12.1985
3180,3:57.6,Tim Hutchings,GBR,04.12.58,1,Hornchurch,07.09.1988
3180,3:57.6,Karl Paranya,USA,27.06.75,2,Haverford,14.05.1997
3180,3:57.6+,Haile Gebrselassie,ETH,18.04.73,2,Bruxelles,22.08.1997
3180,3:57.6,Ian Gillespie,GBR,18.05.70,1,Exeter,16.06.1998
3180,3:57.60,Wilson Waigwa,KEN,15.02.49,4,Berlin,17.08.1979
3180,3:57.60,Kevin Ryan,USA,01.02.57,5,Eugene,04.06.1983
3180,3:57.60,Tom Byers,USA,12.04.55,3,Westwood,17.05.1986
3180,3:57.60,Joseph Chesire,KEN,12.11.57,10,Oslo,04.07.1992
3180,3:57.60,Abdelhaq Abdellah,MAR,13.08.68,9,Sheffield,29.06.1997
3180,3:57.60,Duncan Phillips,USA,07.06.89,4rA,Dublin,24.07.2015
3180,3:57.60,Richard Douma,NED,17.04.93,10,London,22.07.2016
3215,3:57.61,Henryk Wasilewski,POL,19.12.53,7,Berlin,26.08.1977
3215,3:57.61,Steve Cram,GBR,14.10.60,5,Gateshead,09.09.1979
3215,3:57.61,Eamonn Coghlan,IRL,24.11.52,4,London,23.07.1983
3215,3:57.61,Chuck Aragon,USA,29.03.59,2,Barcelona,08.07.1985
3215,3:57.61,Gareth Turnbull,IRL,14.05.79,1,Philadelphia,27.04.2002
3215,3:57.61,Ford Palmer,USA,06.10.90,1,Raleigh,04.08.2014
3215,3:57.61,Henry Wynne,USA,17.04.95,3rB,Eugene,26.05.2018
3215,3:57.61,Daniel Herrera,MEX,29.11.92,9,Memphis,25.08.2018
3215,3:57.61,Antonio Davis,USA,29.05.72,4r1,Saint Louis,05.06.2025
3215,3:57.61,Reuben Reina,USA,10.04.03,13,Dublin,11.07.2025
3225,3:57.62,Jacques van Rensburg,RSA,24.01.68,2,Port Elizabeth,14.12.1990
3225,3:57.62,Pat Scammell,AUS,15.04.61,2,Auckland,12.01.1991
3225,3:57.62,Collis Birmingham,AUS,27.12.84,4rA,Dublin,25.07.2008
3225,3:57.62,Patrick Joseph,USA,07.09.95,5,Raleigh,02.08.2019
3225,3:57.62,Caleb Webb,USA,28.05.97,6r1,Saint Louis,30.05.2024
3230,3:57.63,Jón Didriksson,ISL,17.06.55,13,Koblenz,25.08.1982
3230,3:57.63,Todd Harbour,USA,24.03.59,5,Westwood,18.05.1985
3230,3:57.63,Adam Goucher,USA,18.02.75,1,Eugene,15.05.1999
3230,3:57.63,Jason Pyrah,USA,06.04.69,1,Eugene,13.05.2000
3230,3:57.63,Silas Kisorio,KEN,08.01.83,9,Dublin,25.07.2012
3230,3:57.63,Eric Holt,USA,12.05.95,9,Raleigh,08.08.2025
3236,3:57.64,Len Hilton,USA,28.09.47,6,Stockholm,01.07.1974
3236,3:57.64,Tom Smith,USA,09.10.57,4,Melbourne,14.01.1982
3238,3:57.65,Nick Rose,GBR,30.12.51,4,London,17.07.1982
3238,3:57.65,Steve Crabb,GBR,30.11.63,3,Harlow,30.09.1990
3238,3:57.65,Adrian Blincoe,NZL,04.11.79,1,Wanganui,16.02.2008
3238,3:57.65,Rob Napolitano,USA,03.11.94,5rA,Bay Shore,05.09.2018
3242,3:57.66,Thomas Von Ruden,USA,22.10.44,1,Toronto,25.07.1970
3242,3:57.66,Geoff Turnbull,GBR,15.04.61,2,Birmingham,18.07.1986
3242,3:57.66,Gary Staines,GBR,03.07.63,4,Harlow,30.09.1990
3242,3:57.66,Jonathan Rankin,USA,09.02.82,1,London,25.08.2007
3242,3:57.66,Hicham Akankam,MAR,04.04.98,2,Oslo,15.06.2017
3247,3:57.67,Sebastian Coe,GBR,29.09.56,1,London,29.08.1977
3247,3:57.67,Lars Ericsson,SWE,11.11.57,6,Stockholm,03.07.1978
3247,3:57.67,Steve Ovett,GBR,09.10.55,1,London,23.08.1978
3247,3:57.67,John Mayock,GBR,26.10.70,11,Bruxelles,03.09.1993
3251,3:57.68,John Whetton,GBR,06.09.41,3,London,03.07.1965
3251,3:57.68,Marcus O'Sullivan,IRL,22.12.61,7,København,25.08.1992
3251,3:57.68,Kevin Sullivan,CAN,20.03.74,3,Walnut,18.04.1999
3251,3:57.68,Daniel Lincoln,USA,22.10.80,11,London,30.07.2004
3255,3:57.69,Klaas Lok,NED,12.01.55,1,Leiden,22.05.1981
3255,3:57.69,Peter O'Donoghue,NZL,01.10.61,5,Burnaby,16.07.1984
3255,3:57.69,Atoi Boru,KEN,25.10.73,1,Cwmbran,12.07.1992
3255,3:57.69,Issac Songok,KEN,25.04.84,10,Oslo,06.06.2008
3255,3:57.69,David Timlin,USA,10.06.94,3rA,Concord,07.06.2018
3255,3:57.69,Henry McLuckie,GBR,03.05.02,6rA,Stirling,26.08.2023
3261,3:57.7,Peter Snell,NZL,17.12.38,1,Wanganui,01.02.1964
3261,3:57.7,Josef Odlozil,CZE,11.11.38,4,San Diego,27.06.1965
3261,3:57.7,Dave Bailey,CAN,17.03.45,1,Toronto,22.07.1967
3261,3:57.7,Marty Liquori,USA,11.09.49,1,Knoxville,21.06.1969
3261,3:57.7,John Whetton,GBR,06.09.41,2,London,05.07.1970
3261,3:57.7,De Villiers Lamprecht,RSA,22.12.42,1,Stellenbosch,13.11.1970
3261,3:57.7,Jim Crawford,USA,17.07.47,2,Eugene,26.06.1971
3261,3:57.7,Ray Smedley,GBR,03.09.51,3,Philadelphia,27.04.1974
3261,3:57.7,Paul Cummings,USA,05.09.53,1,Modesto,25.05.1974
3261,3:57.7,Wilson Waigwa,KEN,15.02.49,1,Philadelphia,26.04.1975
3261,3:57.7,Tony Waldrop,USA,29.12.51,5,Kingston,17.05.1975
3261,3:57.7,Benjamin Jipcho,KEN,01.03.43,2,Eugene,18.05.1975
3261,3:57.7,Michael Lederer,FRG,26.06.55,5,Frankfurt,05.09.1978
3261,3:57.7,Dietmar Millonig,AUT,01.06.55,4,Wien,13.06.1979
3261,3:57.7,Ron Cornell,USA,16.06.59,4,Westwood,11.05.1980
3261,3:57.7,Craig Masback,USA,31.03.55,3,Philadelphia,18.05.1980
3261,3:57.7,Sosthenes Bitok,KEN,23.03.57,4,Philadelphia,18.05.1980
3261,3:57.7,Peter O'Donoghue,NZL,01.10.61,1,Wanganui,24.03.1984
3261,3:57.7,Tony Rogers,NZL,30.04.57,4,Wanganui,13.02.1985
3261,3:57.7,Mike Boit,KEN,06.01.49,4,San José,25.05.1985
3261,3:57.7,Deon Brummer,RSA,04.04.59,3,Port Elizabeth,14.12.1985
3261,3:57.7,Doug Consiglio,CAN,10.01.64,3,Eugene,02.07.1988
3261,3:57.70,Ray Flynn,IRL,22.01.57,3,Dublin,10.07.1979
3261,3:57.70,Ruben Sørensen,DEN,01.01.54,6,Gateshead,09.09.1979
3261,3:57.70,Uwe Becker,FRG,10.12.55,8,Berlin,08.08.1980
3261,3:57.70,Tom Moloney,IRL,11.03.60,9,Cork,13.07.1983
3261,3:57.70,Moses Kiptanui,KEN,01.10.70,7,Gateshead,17.08.1990
3261,3:57.70,Phil Clode,NZL,11.03.65,3,Auckland,12.01.1991
3261,3:57.70,Christian Cushing-Murray,USA,18.10.67,10,Villeneuve d'Ascq,01.07.1991
3261,3:57.70,Paul Mwangi,KEN,19.11.73,10,Stockholm,05.08.1998
3261,3:57.70,James Nolan,IRL,27.01.77,1,Dublin,15.08.2003
3261,3:57.70,James Kaan,AUS,17.09.90,7,London,06.08.2011
3261,3:57.70,Michael Hammond,USA,07.11.89,1,Greenville,12.04.2014
3261,3:57.70,Ala Zoghlami,ITA,19.06.94,7rA,Milano,04.09.2021
3295,3:57.71,Brendan Foster,GBR,12.01.48,3,London,30.08.1976
3295,3:57.71,Antti Loikkanen,FIN,15.04.55,7,Stockholm,03.07.1979
3295,3:57.71,Chuck Aragon,USA,29.03.59,6,Eugene,05.06.1982
3295,3:57.71,Steve Scott,USA,05.05.56,1,San José,26.05.1984
3295,3:57.71,Téofilo Benito,ESP,22.07.66,4,Madrid,04.06.1987
3295,3:57.71,Graham Hood,CAN,02.04.72,10,Eugene,25.05.1997
3295,3:57.71,Youcef Abdi,AUS,07.12.77,5rA,Dublin,25.07.2008
3295,3:57.71,James Young,GBR,29.12.97,2rA,Oxford,06.05.2024
3303,3:57.72,Galen Rupp,USA,08.05.86,10rB,Eugene,03.07.2010
3303,3:57.72,Joey Berriatura,USA,16.06.95,6rB,Eagle Rock,09.07.2022
3303,3:57.72,Drew Griffin,USA,,1r2,Saint Louis,30.05.2024
3307,3:57.73,Jean Verster,RSA,23.04.65,3,Port Elizabeth,07.03.1989
3307,3:57.73,Ioan Zaizan,ROU,21.07.83,5,Dublin,17.07.2013
3309,3:57.74,Andrew Green,GBR,26.11.42,4,London,03.07.1965
3309,3:57.74,Craig Masback,USA,31.03.55,8,Stockholm,03.07.1979
3309,3:57.74,Henning Gericke,RSA,23.06.60,5,Port Elizabeth,11.03.1987
3309,3:57.74,Steve Holman,USA,02.03.70,1,Albany,24.07.1993
3309,3:57.74,Benson Seurei,KEN,27.03.88,1,Heidelberg,02.06.2011
3309,3:57.74,Kyle Merber,USA,19.11.90,1,Santa Barbara,13.04.2018
3315,3:57.75,Phil Kane,USA,05.03.55,9,Stockholm,03.07.1979
3315,3:57.75,Saïd Aouita,MAR,02.11.59,9,Berlin,20.08.1982
3315,3:57.75,Steve Cram,GBR,14.10.60,1,Jarrow,09.09.1984
3315,3:57.75,Brahim El Ghazali,MAR,01.01.68,5,Lausanne,12.07.1990
3315,3:57.75,Greg Whiteley,USA,06.01.67,2,San Francisco,15.05.1993
3315,3:57.75,Liam Boylan-Pett,USA,11.09.85,6,Dublin,17.07.2013
3315,3:57.75,Ben Flanagan,CAN,11.01.95,6rA,Bay Shore,05.09.2018
3322,3:57.76,Frank Clement,GBR,26.04.52,4,London,30.08.1976
3322,3:57.76,John Walker,NZL,12.01.52,1,London,11.09.1981
3322,3:57.76,Charles Cheruiyot,KEN,02.12.64,1,Philadelphia,26.04.1986
3322,3:57.76,Ray Wicksell,USA,24.04.56,8,Cork,08.07.1986
3322,3:57.76,Peter Elliott,GBR,09.10.62,1,Birmingham,24.06.1988
3322,3:57.76,David Torrence,USA,26.11.85,2,Brasschaat,26.07.2009
3322,3:57.76,Dillon Maggard,USA,16.10.95,4rA,Bay Shore,04.09.2019
3322,3:57.76,Azeddine Habz,FRA,19.07.93,6,London,14.05.2022
3330,3:57.77,Marcus O'Sullivan,IRL,22.12.61,6,Gateshead,16.07.1988
3330,3:57.77,Steve Agar,DMA,06.06.68,11,Eugene,25.05.1997
3330,3:57.77,Brian Berryhill,USA,15.12.77,4,Naimette-Xhovémont,27.08.2002
3330,3:57.77,Austen Dalquist,USA,16.11.95,7r1,Saint Louis,30.05.2024
3330,3:57.77,Jack Salisbury,USA,05.01.98,10,Middletown,28.08.2025
3335,3:57.78,Eamonn Coghlan,IRL,24.11.52,3,London,04.07.1975
3335,3:57.78,Paul-Heinz Wellmann,FRG,31.03.52,3,Edinburgh,06.08.1976
3335,3:57.78,Björn Nilsson,SWE,11.01.56,3,London,09.09.1977
3335,3:57.78,William Tanui,KEN,22.02.64,6,Gateshead,27.06.1999
3335,3:57.78,Simon Sundström,SWE,04.02.98,12,Borås,21.08.2024
3340,3:57.79,Stephen Austin,AUS,14.02.51,5,Melbourne,14.01.1982
3340,3:57.79,Pierre Délèze,SUI,25.09.58,1,Barcelona,08.07.1984
3340,3:57.79,Paul McMullen,USA,19.02.72,2,Osaka,11.05.1996
3340,3:57.79,Elijah Kipruto Maru,KEN,12.06.76,10,Oslo,04.07.1997
3340,3:57.79,Hamish Carson,NZL,01.11.88,9,Dublin,11.07.2014
3345,3:57.8,Herbert Elliott,AUS,25.02.38,1,Los Angeles,16.05.1958
3345,3:57.8,Josef Odlozil,CZE,11.11.38,4,Los Angeles,04.06.1965
3345,3:57.8,Francesco Arese,ITA,13.04.44,1,London,09.10.1969
3345,3:57.8,Dick Quax,NZL,01.01.48,1,Auckland,18.03.1970
3345,3:57.8,De Villiers Lamprecht,RSA,22.12.42,1,Stellenbosch,31.03.1971
3345,3:57.8,Thomas Von Ruden,USA,22.10.44,1,Los Angeles,04.03.1972
3345,3:57.8,Gunnar Ekman,SWE,18.06.43,4,Stockholm,05.07.1972
3345,3:57.8,Reggie McAfee,USA,19.02.51,2,Durham,12.05.1973
3345,3:57.8,Tommy Fulton,USA,21.10.51,1,Arkadelphia,25.05.1973
3345,3:57.8,Reggie McAfee,USA,19.02.51,3,Baton Rouge,09.06.1973
3345,3:57.8,Dick Buerkle,USA,03.09.47,3,Oslo,31.07.1974
3345,3:57.8,David Wottle,USA,07.08.50,3,Eugene,18.05.1975
3345,3:57.8,John Walker,NZL,12.01.52,1,Manurewa,03.01.1976
3345,3:57.8,Danie Goosen,RSA,21.12.50,2,Stellenbosch,21.02.1977
3345,3:57.8,Steve Scott,USA,05.05.56,1,irvine,27.03.1977
3345,3:57.8,Ken Hall,AUS,25.07.51,8,Dublin,11.07.1977
3345,3:57.8,Evert Hoving,NED,14.01.53,3,Gateshead,30.07.1977
3345,3:57.8,Niall O'Shaughnessy,IRL,23.11.55,3,Dublin,12.07.1978
3345,3:57.8,Thomas Wessinghage,FRG,22.02.52,1=,Edmonton,16.07.1978
3345,3:57.8,Ray Flynn,IRL,22.01.57,1=,Edmonton,16.07.1978
3345,3:57.8,Eamonn Coghlan,IRL,24.11.52,1,Tullyleash,17.08.1981
3345,3:57.8,Michael Hillardt,AUS,22.01.61,2,Wanganui,24.03.1984
3345,3:57.8,Malcolm Edwards,GBR,07.01.58,1,Greve d'Azette,19.09.1987
3345,3:57.8,Steve Crabb,GBR,30.11.63,1,Manchester,07.05.1989
3345,3:57.8,Robert Denmark,GBR,23.11.68,7,Harlow,20.08.1989
3345,3:57.8+,John Kosgei,KEN,13.07.72,1,Monaco,10.08.1996
3345,3:57.8+,Moses Kiptanui,KEN,01.10.70,3,Oslo,09.07.1998
3345,3:57.8+,Anthony Whiteman,GBR,13.11.71,1,Bruxelles,28.08.1998
3345,3:57.80,Dragan Zdravkovic,SRB,16.12.59,1,Karlovac,04.06.1981
3345,3:57.80,Yobes Ondieki,KEN,21.02.61,2,Bratislava,20.06.1990
3345,3:57.80,David Krummenacker,USA,24.05.75,6,Uniondale,06.06.1999
3345,3:57.80,Chris Solinsky,USA,05.12.84,2,Madison,06.05.2006
3345,3:57.80,Charlie Da'Vall Grice,GBR,07.11.93,8rB,Eugene,30.05.2015
3345,3:57.80,Jake Wightman,GBR,11.07.94,12,London,25.07.2015
3345,3:57.80,Sam Penzenstadler,USA,11.09.92,1rA,Concord,02.06.2016
3380,3:57.81,Paul Lawther,GBR,22.12.55,10,Cork,13.07.1983
3380,3:57.81,John Robson,GBR,31.01.57,7,Edinburgh,23.07.1985
3380,3:57.81,Benjamin Allen,USA,17.04.98,3,West Chester,10.08.2023
3380,3:57.81,Anas Lagity Chaoudar,FRA,17.01.04,9,Cork,09.07.2024
3380,3:57.81,Austen Dalquist,USA,16.11.95,5r1,Saint Louis,05.06.2025
3385,3:57.82,José Luis González,ESP,08.12.57,9,Berlin,08.08.1980
3385,3:57.82,Miroslaw Zerkowski,POL,20.08.56,1,Helsinki,15.06.1981
3385,3:57.82,Hervé Phélippeau,FRA,16.09.62,7,London,15.09.1989
3385,3:57.82,Neil Horsfield,GBR,07.12.66,1,Sutton Coldfield,01.07.1990
3385,3:57.82,Alexis Sharangabo,RWA,09.11.78,1,Falmouth,19.08.2000
3385,3:57.82,Mumin Gala,DJI,06.04.86,2,Stretford,11.08.2007
3385,3:57.82,Robby Andrews,USA,29.03.91,4,Philadelphia,27.04.2013
3385,3:57.82,Hamish Carson,NZL,01.11.88,7,Dublin,19.07.2018
3393,3:57.83,Tim Hutchings,GBR,04.12.58,5,London,02.07.1978
3393,3:57.83,Mike Boit,KEN,06.01.49,2,Luxembourg,20.07.1983
3393,3:57.83,Alan Webb,USA,13.01.83,1,Greenville,07.04.2007
3393,3:57.83,Ben True,USA,29.12.85,6,Cork,16.07.2018
3393,3:57.83,David Ribich,USA,27.12.95,6,Raleigh,02.08.2019
3398,3:57.84,Ken Martin,USA,10.09.58,5,Eugene,28.05.1981
3398,3:57.84,Sydney Maree,USA,09.09.56,5,Berlin,21.08.1981
3398,3:57.84,David Moorcroft,GBR,10.04.53,1,London,30.08.1982
3398,3:57.84,Samuel Kibiri,KEN,04.12.66,1,Palo Alto,30.03.1991
3398,3:57.84,Seth Summerside,USA,14.02.84,4,Brasschaat,21.07.2007
3398,3:57.84,Jordan McNamara,USA,07.03.87,1,Saint Louis,01.06.2011
3398,3:57.84,Andrew Rafla,USA,15.04.96,3rA,Trabuco Hills,18.07.2021
3398,3:57.84,Cathal Doyle,IRL,12.05.01,7rA,Stirling,26.08.2023
3406,3:57.85,John Walker,NZL,12.01.52,3,Berkeley,13.06.1981
3406,3:57.85,Christian Cushing-Murray,USA,18.10.67,6,Atlanta,18.05.1996
3406,3:57.85,John Mayock,GBR,26.10.70,11,Rieti,07.09.2003
3406,3:57.85,David McCarthy,IRL,16.07.83,6,Cork,02.07.2013
3406,3:57.85,Charles Philibert-Thiboutot,CAN,31.12.90,2,Burnaby,10.07.2014
3406,3:57.85,Ben Blankenship,USA,15.12.88,1,Kodiak,16.09.2017
3412,3:57.86,Mike Kearns,GBR,27.02.54,5,London,26.06.1977
3412,3:57.86,Andrés Vera,ESP,31.12.60,3,Barcelona,08.07.1985
3412,3:57.86,Colin Reitz,GBR,06.04.60,2,Gateshead,09.08.1985
3412,3:57.86,Edgar Martins de Oliveira,BRA,11.11.67,1,Azusa,23.04.1994
3412,3:57.86,James Thie,GBR,27.06.78,12,London,30.07.2004
3412,3:57.86,Kevin Kelly,IRL,08.11.95,4rA,New York City,09.07.2021
3418,3:57.87,Filbert Bayi,TAN,23.06.53,2,London,29.08.1977
3418,3:57.87,Steve Scott,USA,05.05.56,1,Burnaby,10.06.1986
3418,3:57.87,Robert Denmark,GBR,23.11.68,4,Manchester,09.09.1990
3418,3:57.87,Derek Scott,USA,07.11.85,2,Saint Louis,23.05.2009
3418,3:57.87,Rob Napolitano,USA,03.11.94,3,West Chester,09.08.2018
3418,3:57.87,Kieren Tuntivate,THA,16.02.97,1,Nashville,15.08.2020
3418,3:57.87,Adihana Kasaye,ETH,13.09.03,8,Melbourne,23.02.2023
3418,3:57.87,Jack Bruce,AUS,31.08.94,8,Cork,09.07.2025
3426,3:57.88,Len Hilton,USA,28.09.47,3,Wichita,29.05.1976
3426,3:57.88,Dieter Baumann,GER,09.02.65,1,Bratislava,09.06.1988
3426,3:57.88,Azat Rakipov,BLR,25.11.68,10,Sankt Peterburg,26.07.1994
3426,3:57.88,Leonard Muchero Maina,KEN,13.06.78,6,Portland,18.05.2002
3426,3:57.88,Paul Robinson,IRL,24.05.91,7,London,14.05.2022
3426,3:57.88,Jack Salisbury,USA,05.01.98,8rA,Philadelphia,27.04.2024
3426,3:57.88,Philip Marron,IRL,06.10.98,9,Cork,09.07.2025
3433,3:57.89,Christian Cushing-Murray,USA,18.10.67,9,Zürich,17.08.1994
3433,3:57.89,Gareth Turnbull,IRL,14.05.79,2,Philadelphia,29.04.2000
3433,3:57.89,Martin Keino,KEN,20.06.72,9,Gresham,03.06.2001
3433,3:57.89,Jonathan Rankin,USA,09.02.82,1,Westwood,09.04.2005
3433,3:57.89,Gary Martin,USA,23.12.03,4,Saint Louis,02.06.2022
3433,3:57.89,Henry McLuckie,GBR,03.05.02,4,Cork,06.07.2022
3439,3:57.9,John Landy,AUS,12.04.30,1,Turku,21.06.1954
3439,3:57.9,Herbert Elliott,AUS,25.02.38,1,Bakersfield,21.06.1958
3439,3:57.9,Dyrol Burleson,USA,22.04.40,2,Los Angeles,18.05.1962
3439,3:57.9,Jim Beatty,USA,28.10.34,2,Walnut,23.06.1962
3439,3:57.9,Morgan Groth,USA,31.08.43,4,Compton,05.06.1964
3439,3:57.9,Michel Jazy,FRA,13.06.36,1,Saint-Maur,20.09.1964
3439,3:57.9,John Mason,USA,29.12.45,3r1,Lawrence,17.04.1971
3439,3:57.9,Thomas Von Ruden,USA,22.10.44,2,Lawrence,22.04.1972
3439,3:57.9,Hailu Ebba,ETH,12.12.50,1,Eugene,19.05.1973
3439,3:57.9,Knut Kvalheim,NOR,14.06.50,2,Eugene,19.05.1973
3439,3:57.9,Hailu Ebba,ETH,12.12.50,4,Baton Rouge,09.06.1973
3439,3:57.9,Rod Dixon,NZL,13.07.50,1,Victoria,07.07.1973
3439,3:57.9,Karl Thornton,USA,13.03.50,4,Philadelphia,27.04.1974
3439,3:57.9,Mike Boit,KEN,06.01.49,2,Lyngby,08.07.1974
3439,3:57.9,Frank Clement,GBR,26.04.52,5,London,31.05.1975
3439,3:57.9,Benjamin Jipcho,KEN,01.03.43,1,Boston,13.06.1975
3439,3:57.9,Danie Malan,RSA,26.06.50,1,Port Elizabeth,22.03.1976
3439,3:57.9,Sydney Maree,RSA,09.09.56,1,Port Elizabeth,15.12.1976
3439,3:57.9,Jerald Jones,USA,20.06.53,7,Oslo,27.06.1978
3439,3:57.9,Willy Polleunis,BEL,27.12.47,1,Sittard,09.09.1978
3439,3:57.9,Craig Masback,USA,31.03.55,5,Westwood,11.05.1980
3439,3:57.9,Matthews Temane,RSA,14.12.60,2,Port Elizabeth,10.12.1983
3439,3:57.9,Terry Brahm,USA,21.11.62,1,Scarborough,10.07.1984
3439,3:57.9,Raf Wijns,BEL,07.01.64,6,San José,25.05.1985
3439,3:57.9,Jordan Gusman,AUS,30.01.94,1rA,Melbourne,16.02.2017
3439,3:57.90,Johan Fourie,RSA,02.12.59,1,Stellenbosch,21.10.1983
3439,3:57.90,Féthi Baccouche,TUN,16.11.60,4,Verona,11.06.1987
3439,3:57.90,Leonard Muchero Maina,KEN,13.06.78,11,Eugene,26.05.2002
3439,3:57.90,Ricky Stevenson,GBR,14.11.88,10,London,25.07.2009
3439,3:57.90,Charlie Da'Vall Grice,GBR,07.11.93,10,London,14.07.2012
3439,3:57.90,Justus Soget,KEN,22.10.99,12,Oslo,13.06.2019
3439,3:57.90,Pietro Riva,ITA,01.05.97,6r1,San Donato Milanese,05.09.2020
3471,3:57.91,Kevin Sullivan,CAN,20.03.74,7,New York City,02.06.2007
3471,3:57.91,Elliott Heath,USA,04.02.89,5,Falmouth,10.08.2013
3471,3:57.91,Bernard Lagat,USA,12.12.74,13,London,25.07.2015
3471,3:57.91,Thiago do Rosario André,BRA,04.08.95,8,Birmingham,20.08.2017
3471,3:57.91,Eric Avila,USA,03.10.89,2,Santa Barbara,13.04.2018
3471,3:57.91,Alex George,GBR,06.02.96,8rA,Milano,04.09.2021
3471,3:57.91,Adam Bradtmueller,USA,,1rA,Nashville,05.06.2022
3471,3:57.91,Jack Antsey,AUS,08.04.97,8r1,Saint Louis,30.05.2024
3479,3:57.92,Steve Scott,USA,05.05.56,1,Eugene,14.06.1977
3479,3:57.92,James Espir,GBR,17.10.58,4,London,14.09.1979
3479,3:57.92,Steve Ovett,GBR,09.10.55,1,Gateshead,07.06.1981
3479,3:57.92,Todd Harbour,USA,24.03.59,5,Dublin,14.07.1981
3479,3:57.92,Claudio Patrignani,ITA,09.01.59,5,Rieti,09.09.1981
3479,3:57.92,Daniel Zegeye,ETH,13.03.79,12,Eugene,27.05.2001
3479,3:57.92,Andrés Manuel Díaz,ESP,12.07.69,10,London,23.08.2002
3479,3:57.92,Degefa Deriba,ETH,09.06.87,9,Ostrava,17.06.2009
3479,3:57.92,Daniel Estrada,MEX,27.02.90,3,Santa Barbara,13.04.2018
3479,3:57.92,Taresa Tolosa,ETH,15.06.98,3,Oslo,07.06.2018
3479,3:57.92,Kalle Berglund,SWE,11.03.96,5,Ostrava,20.06.2019
3479,3:57.92,Samuel Prakel,USA,29.10.94,2,Portland,24.07.2021
3491,3:57.93,Johan Fourie,RSA,02.12.59,1,Stellenbosch,11.03.1985
3491,3:57.93,Dave Reid,CAN,20.03.63,8,Edinburgh,23.07.1985
3491,3:57.93,Luca Vandi,ITA,21.06.62,9,Gateshead,28.08.1989
3491,3:57.93,David McCarthy,IRL,16.07.83,7,Dublin,17.07.2013
3495,3:57.94,Henning Gericke,RSA,23.06.60,1,Stellenbosch,11.02.1985
3495,3:57.94,Ray Flynn,IRL,22.01.57,4,Auckland,17.02.1985
3495,3:57.94,Julian Matthews,NZL,21.07.88,5rA,Dublin,24.07.2015
3495,3:57.94,Rorey Hunter,AUS,02.02.93,5,Cork,06.07.2022
3495,3:57.94,Charlie O´Donovan,IRL,06.08.99,11,Dublin,12.07.2024
3500,3:57.95,Lachlan Chisholm,AUS,04.05.80,3,Stretford,11.08.2007
3500,3:57.95,Tripp Hurt,USA,30.10.92,3,Portland,24.07.2021
3502,3:57.96,Ray Smedley,GBR,03.09.51,2,London,10.08.1974
3502,3:57.96,Rolf Kårevik,SWE,06.02.52,8,Stockholm,04.07.1977
3502,3:57.96,Andy Keith,GBR,25.12.71,2,Cork,24.06.1995
3502,3:57.96,Manuel Pancorbo,ESP,07.07.66,3,Gateshead,19.07.1998
3502,3:57.96,Jason Lunn,USA,19.07.74,5,San Francisco,15.09.2002
3502,3:57.96,Gideon Gathimba,KEN,09.03.80,1,Aberdeen,22.08.2009
3502,3:57.96,Peter van der Westhuizen,RSA,21.12.84,4,Des Moines,24.04.2010
3502,3:57.96,Piers Copeland,GBR,26.11.98,10,Cork,09.07.2024
3510,3:57.97,Ray Flynn,IRL,22.01.57,2,Gateshead,31.07.1983
3510,3:57.97,Amar Brahmia,ALG,02.09.54,9,Berlin,17.08.1983
3510,3:57.97,Deon Brummer,RSA,04.04.59,1,Port Elizabeth,14.12.1988
3510,3:57.97,Alberto Sánchez,ESP,19.10.88,8,Dublin,17.07.2013
3510,3:57.97,Abdi Waiss Mouhyanin,DJI,03.07.96,9rB,Eugene,30.05.2015
3510,3:57.97,Kyle Merber,USA,19.11.90,2,Raleigh,07.08.2015
3510,3:57.97,Ford Palmer,USA,06.10.90,8,Dublin,22.07.2016
3510,3:57.97,Filip Ingebrigtsen,NOR,20.04.93,4,Oslo,07.06.2018
3510,3:57.97,Craig Nowak,USA,20.04.94,4rA,Trabuco Hills,18.07.2021
3519,3:57.98,Bob Verbeeck,BEL,05.08.60,3,Luxembourg,20.07.1983
3519,3:57.98,Graham Hood,CAN,02.04.72,1r2,Brunswick,06.07.2002
3519,3:57.98,Ryan Gregson,AUS,26.04.90,1,Cork,17.07.2012
3519,3:57.98,Paul Robinson,IRL,24.05.91,1,Galway,15.09.2013
3519,3:57.98,Mick Stanovsek,USA,16.01.97,7,Cork,16.07.2018
3519,3:57.98,Jacob Gillum,USA,09.03.99,9r1,Saint Louis,30.05.2024
3519,3:57.98,Brandon Miller,USA,30.01.02,6r1,Saint Louis,05.06.2025
